#    L    TT             EE             BB             TE          
   353    0.38703E+00    0.17531E-02    0.11941E-02    0.82715E-02
   354    0.38785E+00    0.17329E-02    0.11923E-02    0.80037E-02
   355    0.38840E+00    0.17141E-02    0.11908E-02    0.77296E-02
   356    0.38869E+00    0.16969E-02    0.11895E-02    0.74496E-02
   357    0.38873E+00    0.16812E-02    0.11886E-02    0.71642E-02
   358    0.38851E+00    0.16668E-02    0.11879E-02    0.68739E-02
   359    0.38806E+00    0.16539E-02    0.11874E-02    0.65791E-02
   360    0.38737E+00    0.16422E-02    0.11872E-02    0.62805E-02
   361    0.38645E+00    0.16319E-02    0.11872E-02    0.59784E-02
   362    0.38531E+00    0.16229E-02    0.11873E-02    0.56734E-02
   363    0.38396E+00    0.16151E-02    0.11877E-02    0.53660E-02
   364    0.38240E+00    0.16086E-02    0.11883E-02    0.50565E-02
   365    0.38064E+00    0.16032E-02    0.11890E-02    0.47456E-02
   366    0.37869E+00    0.15989E-02    0.11899E-02    0.44338E-02
   367    0.37655E+00    0.15957E-02    0.11909E-02    0.41214E-02
   368    0.37424E+00    0.15937E-02    0.11921E-02    0.38091E-02
   369    0.37175E+00    0.15926E-02    0.11933E-02    0.34972E-02
   370    0.36909E+00    0.15925E-02    0.11947E-02    0.31864E-02
   371    0.36628E+00    0.15934E-02    0.11962E-02    0.28770E-02
   372    0.36331E+00    0.15952E-02    0.11977E-02    0.25696E-02
   373    0.36020E+00    0.15980E-02    0.11993E-02    0.22646E-02
   374    0.35695E+00    0.16015E-02    0.12010E-02    0.19626E-02
   375    0.35358E+00    0.16059E-02    0.12027E-02    0.16640E-02
   376    0.35007E+00    0.16111E-02    0.12044E-02    0.13694E-02
   377    0.34645E+00    0.16170E-02    0.12062E-02    0.10791E-02
   378    0.34272E+00    0.16237E-02    0.12080E-02    0.79383E-03
   379    0.33889E+00    0.16310E-02    0.12097E-02    0.51392E-03
   380    0.33495E+00    0.16390E-02    0.12114E-02    0.23990E-03
   381    0.33093E+00    0.16475E-02    0.12131E-02   -0.27744E-04
   382    0.32683E+00    0.16567E-02    0.12148E-02   -0.28851E-03
   383    0.32265E+00    0.16664E-02    0.12164E-02   -0.54191E-03
   384    0.31840E+00    0.16766E-02    0.12179E-02   -0.78746E-03
   385    0.31409E+00    0.16873E-02    0.12193E-02   -0.10247E-02
   386    0.30972E+00    0.16984E-02    0.12207E-02   -0.12530E-02
   387    0.30531E+00    0.17099E-02    0.12219E-02   -0.14721E-02
   388    0.30085E+00    0.17217E-02    0.12230E-02   -0.16813E-02
   389    0.29636E+00    0.17339E-02    0.12240E-02   -0.18802E-02
   390    0.29184E+00    0.17464E-02    0.12248E-02   -0.20683E-02
   391    0.28730E+00    0.17591E-02    0.12255E-02   -0.22451E-02
