#    L    TT             EE             BB             TE          
   150    0.26126E-02    0.33575E-04    0.26677E-04   -0.91794E-04
   151    0.25728E-02    0.33746E-04    0.26817E-04   -0.87353E-04
   152    0.25368E-02    0.33913E-04    0.26957E-04   -0.82905E-04
   153    0.25044E-02    0.34076E-04    0.27097E-04   -0.78456E-04
   154    0.24757E-02    0.34236E-04    0.27237E-04   -0.74014E-04
   155    0.24506E-02    0.34391E-04    0.27378E-04   -0.69584E-04
   156    0.24291E-02    0.34543E-04    0.27519E-04   -0.65174E-04
   157    0.24113E-02    0.34691E-04    0.27662E-04   -0.60789E-04
   158    0.23971E-02    0.34836E-04    0.27804E-04   -0.56437E-04
   159    0.23864E-02    0.34977E-04    0.27948E-04   -0.52124E-04
   160    0.23794E-02    0.35116E-04    0.28093E-04   -0.47857E-04
   161    0.23759E-02    0.35251E-04    0.28239E-04   -0.43643E-04
   162    0.23760E-02    0.35382E-04    0.28387E-04   -0.39488E-04
   163    0.23797E-02    0.35511E-04    0.28536E-04   -0.35398E-04
   164    0.23868E-02    0.35638E-04    0.28686E-04   -0.31381E-04
   165    0.23975E-02    0.35761E-04    0.28838E-04   -0.27442E-04
   166    0.24118E-02    0.35882E-04    0.28992E-04   -0.23590E-04
   167    0.24295E-02    0.36000E-04    0.29147E-04   -0.19829E-04
   168    0.24507E-02    0.36116E-04    0.29305E-04   -0.16168E-04
   169    0.24754E-02    0.36230E-04    0.29464E-04   -0.12612E-04
   170    0.25036E-02    0.36342E-04    0.29626E-04   -0.91679E-05
   171    0.25352E-02    0.36451E-04    0.29790E-04   -0.58428E-05
   172    0.25702E-02    0.36559E-04    0.29957E-04   -0.26431E-05
   173    0.26087E-02    0.36664E-04    0.30126E-04    0.42458E-06
   174    0.26507E-02    0.36768E-04    0.30297E-04    0.33536E-05
   175    0.26960E-02    0.36870E-04    0.30472E-04    0.61374E-05
   176    0.27447E-02    0.36971E-04    0.30649E-04    0.87703E-05
   177    0.27966E-02    0.37071E-04    0.30830E-04    0.11251E-04
   178    0.28515E-02    0.37169E-04    0.31013E-04    0.13581E-04
   179    0.29093E-02    0.37268E-04    0.31199E-04    0.15759E-04
   180    0.29698E-02    0.37365E-04    0.31389E-04    0.17785E-04
   181    0.30328E-02    0.37464E-04    0.31581E-04    0.19660E-04
   182    0.30980E-02    0.37562E-04    0.31777E-04    0.21384E-04
   183    0.31654E-02    0.37662E-04    0.31976E-04    0.22957E-04
   184    0.32348E-02    0.37762E-04    0.32178E-04    0.24379E-04
   185    0.33059E-02    0.37864E-04    0.32384E-04    0.25650E-04
   186    0.33786E-02    0.37968E-04    0.32593E-04    0.26771E-04
   187    0.34527E-02    0.38074E-04    0.32805E-04    0.27741E-04
   188    0.35280E-02    0.38182E-04    0.33021E-04    0.28560E-04
   189    0.36044E-02    0.38294E-04    0.33240E-04    0.29229E-04
   190    0.36816E-02    0.38408E-04    0.33462E-04    0.29748E-04
   191    0.37595E-02    0.38526E-04    0.33689E-04    0.30117E-04
   192    0.38379E-02    0.38648E-04    0.33918E-04    0.30336E-04
   193    0.39166E-02    0.38774E-04    0.34152E-04    0.30404E-04
   194    0.39954E-02    0.38904E-04    0.34389E-04    0.30324E-04
   195    0.40742E-02    0.39039E-04    0.34630E-04    0.30093E-04
   196    0.41528E-02    0.39179E-04    0.34875E-04    0.29713E-04
   197    0.42310E-02    0.39325E-04    0.35124E-04    0.29184E-04
   198    0.43085E-02    0.39477E-04    0.35376E-04    0.28505E-04
   199    0.43853E-02    0.39635E-04    0.35633E-04    0.27678E-04
   200    0.44612E-02    0.39799E-04    0.35893E-04    0.26701E-04
   201    0.45359E-02    0.39970E-04    0.36157E-04    0.25576E-04
   202    0.46095E-02    0.40148E-04    0.36426E-04    0.24309E-04
   203    0.46818E-02    0.40332E-04    0.36698E-04    0.22906E-04
   204    0.47530E-02    0.40524E-04    0.36973E-04    0.21373E-04
   205    0.48229E-02    0.40722E-04    0.37253E-04    0.19715E-04
   206    0.48915E-02    0.40927E-04    0.37535E-04    0.17941E-04
   207    0.49588E-02    0.41138E-04    0.37821E-04    0.16055E-04
   208    0.50247E-02    0.41356E-04    0.38109E-04    0.14065E-04
   209    0.50893E-02    0.41581E-04    0.38401E-04    0.11976E-04
   210    0.51525E-02    0.41812E-04    0.38695E-04    0.97950E-05
   211    0.52142E-02    0.42050E-04    0.38992E-04    0.75280E-05
   212    0.52745E-02    0.42294E-04    0.39292E-04    0.51813E-05
   213    0.53333E-02    0.42545E-04    0.39593E-04    0.27614E-05
   214    0.53906E-02    0.42802E-04    0.39897E-04    0.27439E-06
   215    0.54463E-02    0.43066E-04    0.40203E-04   -0.22733E-05
   216    0.55004E-02    0.43336E-04    0.40511E-04   -0.48755E-05
   217    0.55529E-02    0.43613E-04    0.40821E-04   -0.75257E-05
   218    0.56038E-02    0.43896E-04    0.41133E-04   -0.10218E-04
   219    0.56530E-02    0.44185E-04    0.41445E-04   -0.12945E-04
   220    0.57005E-02    0.44480E-04    0.41760E-04   -0.15702E-04
   221    0.57463E-02    0.44782E-04    0.42075E-04   -0.18482E-04
   222    0.57903E-02    0.45090E-04    0.42392E-04   -0.21279E-04
